标志（#为普通文本，&为选项文本）,ID,场景,人名,头像框,立绘,演出,内容,跳转,音效,备注,影响数值,影响量,启动事件,需要数值,需求量,时间,音乐
,571,,空,,,黑屏,,,,CG渐入,,,,,,,
,572,,旁白,,,,倘若这样的结局真是一种开始的话——,,,,,,,,,,
,573,,空,,,,,,,自动转场+音乐淡出+音效淡出,,,,,,,
,574,场景-图书馆,旁白,,,,结果，你们的戏不仅没有获得任何名次，反倒因此被修女狠狠训了一顿。,,,,,,,,,,
,575,,,,,,冒犯的戏服，寓意不好的主题以及……,,,,,,,,,,
,576,,,,,,冒犯的戏服，寓意不好的主题以及……活动室里失踪的窗帘。,,,,,,,,,,
,577,,,,,,作为惩罚，在毕业前你们都不再被允许公开登台表演。,,,,,,,,,,
,578,,姜韶平,,姜韶平-学生-认命,空,想死……,,,正立绘渐入,,,,,,,
,579,,夏伦,夏伦-学生-大笑,,,哈哈哈哈，没事没事，以后总有机会的嘛。,,,,,,,,,,
,580,,,夏伦-学生-坏笑,,,至少这是我演过最有意思的一场戏了，从这个意义上讲也挺成功的。,,,,,,,,,,
,581,,姜韶平,空,姜韶平-学生-难受,,这样安慰我吗……你人真好。,,,,,,,,,,
,582,,,,姜韶平-学生-说话,,说到以后，,,,,,,,,,,
,583,,,,姜韶平-学生-尴尬,,说到以后，小夏，你之后……,,,,,,,,,,
,584,,,,,,说到以后，小夏，你之后……我是说从这毕业之后，有什么打算吗？,,,,,,,,,,
,585,,,,姜韶平-学生-惊讶,,啊，我当然知道你的职业规划，只是想问……,,,,,,,,,,
,586,,,,,,啊，我当然知道你的职业规划，只是想问……比如，会去读大学吗？,,,,,,,,,,
,587,,夏伦,夏伦-学生-疑问,,,大学？,,,,,,,,,,
,588,,,,,,大学？……现在说这个还太早了吧？,,,,,,,,,,
,589,,姜韶平,空,姜韶平-学生-慌乱,,也是……,,,,,,,,,,
,590,,夏伦,夏伦-学生-平淡,,,……,,,,,,,,,,
,591,,,夏伦-学生-默认,,,不过提起大学，我倒是一直挺想试试住宿生活的，到了大学应该可以实现吧。,,,,,,,,,,
,592,,姜韶平,空,姜韶平-学生-说话,,那……还挺意外的，一般不还是觉得家里更舒服。,,,,,,,,,,
,593,,夏伦,夏伦-学生-默认,,,就算住宿我也是一个人住，除非……,,,,,,,,,,
,594,,,夏伦-学生-眯眼笑,,,就算住宿我也是一个人住，除非……你来当我的室友呀。,,,,,,,,,,
,595,,姜韶平,空,姜韶平-学生-惊吓,,！,,,,,,,,,,
,596,,夏伦,夏伦-学生-眯眼笑,,,开玩笑的。,,,,,,,,,,
,597,,,夏伦-学生-默认,,,修道院会直接给你安排神学院吧，也不用费心申请和考试了。,,,,,,,,,,
,598,,,,,,这可是很好的机会。,,,,,,,,,,
,599,,姜韶平,空,姜韶平-学生-苦笑,,……嗯……是吧。,,,,,,,,,,
,600,,,,姜韶平-学生-眯眼笑,,那……读大学的话，你会上演艺学院吗？,,,,,,,,,,
,601,,夏伦,夏伦-学生-闭眼,,,当然。,,,,,,,,,,
,602,,姜韶平,空,姜韶平-学生-坚定,,好、好……,,,,,,,,,,
,603,,旁白,,空,,她呢喃着，似乎暗中下定了什么决心。,,,,,,,,,,
,604,,,,,,真傻。,,,,,,,,,,
,605,,,,空,黑屏,,,,CG渐入,,,,,,,
,606,,,,,,「第五幕」,,,内容渐入+自动播放1秒+内容渐出,,,,,,,
,607,,旁白,,,,姜韶平。在你认识的所有人中，也算挺特别的一个人。,,,音乐渐入+结局开始,,,,,,,悲怆奏鸣曲
,608,,,,,,这里说的特别，倒不是指她有什么惊人的天赋，或是性格有多么独特，甚至可能不是一个褒义词。,,,,,,,,,,
,609,,,,,,要定义“特别”，往往需要参照物。,,,,,,,,,,
,610,,,,,,要定义“特别”，往往需要参照物。相较于她的出身，她很特别，相较于你们当时所处的封闭式的环境，她是个异类，尤其是，相较于——你自己。,,,,,,,,,,
,611,,,,,,你们一同度过了中学剩下的两年时光，不论是作为同僚还是朋友，她都是一个令人舒适的存在。,,,,,,,,,,
,612,,,,,,在大多数时候，她都和一个最乖巧的好学生没什么两样。,,,,,,,,,,
,613,,,,,,在大多数时候，她都和一个最乖巧的好学生没什么两样。但有时候，你又不知道该怎么去形容她。,,,,,,,,,,
,614,,,,,,那次突破某种界限的爆发后，小平再也没出现过类似的情况。,,,结局翻页,,,,,,,
,615,,,,,,那次突破某种界限的爆发后，小平再也没出现过类似的情况。有时你都怀疑自己的记忆是否出现了偏差。,,,,,,,,,,
,616,,,,,,除此之外，她也总是能自然地作些出人意料的言行来，却还能在修女们面前保持绝对的好学生印象。,,,,,,,,,,
,617,,,,,,这点你倒也不逞多让。,,,,,,,,,,
,618,,,,,,她对舞台表演十分着迷，但自己却完全不擅长做。,,,,,,,,,,
,619,,,,,,你们私下排戏的时候，她总是用一种满溢的眼神看着你。,,,,,,,,,,
,620,,,,,,比起羡慕，更像是在看某种艺术品。,,,,,,,,,,
,621,,,,,,——演戏是传递彼此生命体验的桥梁。,,,结局翻页,,,,,,,
,622,,,,,,——演戏是传递彼此生命体验的桥梁。她这样说过。,,,,,,,,,,
,623,,,,,,你倒是从没想过这个职业还有这层含义。,,,,,,,,,,
,624,,,,,,与你而言，表演更接近于一种习惯性的肌肉运动。,,,,,,,,,,
,625,,,,,,与你而言，表演更接近于一种习惯性的肌肉运动。每一寸表情，每一句台词，每一个步伐，该如何呈现，都是延续着身体从前的轨迹在运行，只要稍加练习，就能掌握。,,,,,,,,,,
,626,,,,,,所以你也没什么心得。你知道自己是天才。,,,,,,,,,,
,627,,,,,,或许是因为学校实在太无聊了，总之，你喜欢看她钻研剧本，对着某个形容词或是标点咬文嚼字，那会让你感到一种……,,,结局翻页,,,,,,,
,628,,,,,,或许是因为学校实在太无聊了，总之，你喜欢看她钻研剧本，对着某个形容词或是标点咬文嚼字，那会让你感到一种……奇怪的满足，就像一个长时间忍受饥饿的人忽然获得饱腹感那样。,,,,,,,,,,
,629,,,,,,^唯独在一种情况下，小平带给你的感受会被抽空，让你瞬间意识到那不过是一场戏。,,,,,,,,,,
,630,,,,,,^那个只要一出现就散发着神性和威严的女人，修道院的院长，小平的“母亲”。,,,,,,,,,,
,631,,,,,,只有在那个人面前时，你们像是都重新认清了现实。,,,,,,,,,,
,632,,,,,空,日复一日，红砖塔楼在正点敲响铜钟。钟舌在铜壁间来回摆荡，漫出徒劳的回响。,,教堂钟声,结局翻页+CG渐入,,,,,,,
,633,,,,,黑屏,毕业那天，你才提起留学的事。,,,,,,,,,,
,634,,,,,,“……是这样啊。祝贺你，小夏。”,,,,,,,,,,
,635,,,,,,“嗯…你也是。”,,,,,,,,,,
,636,,,,,,^^现在想来，那段时光的确令人怀念。,,,,,,,,,,
,637,,,,,,毕业后，你进入了伦敦的演艺学院，那是你祖母所在的城市。,,,结局翻页+CG渐入+音效淡出,,,,,,,
,638,,,,,,然而祖母的家远在郊区，你终于可以在城市里独居了，尽管每个假期你都得回家。,,,,,,,,,,
,639,,,,,,你认识了很多好玩的人，交了很多女友。,,,,,,,,,,
,640,,,,,,你认识了很多好玩的人，交了很多女友。酒精、派对、摇滚现场、西区音乐剧……一切都比中学时有趣得多，这应该就是你想要的生活。,,,,,,,,,,
,641,,,,,CG-信,,,,结局结束+CG渐入,,,,,,,
,642,,,,,,大一的第二个学期，你收到了小平的来信。,,,升格上移,,,,,,,
,643,,,,,,信中她再次祝贺了你开启的新生活，并表现出克制的好奇。,,,,,,,,,,
,644,,,,,,之后，你们一直保持书信来往。,,,,,,,,,,
,645,,,,,,这些信件漂洋过海，送到手中时，还带着点咸湿的潮气。,,,,,,,,,,
,646,,,,,,小平的信里很少提到自己的事，更多都是在回应你的信件中分享的生活。,,,,,,,,,,
,647,,,,,,你对剧院扎堆的地方没什么特别的兴趣，但你喜欢把在西区的见闻写在信里。,,,,,,,,,,
,648,,,,,,你对剧院扎堆的地方没什么特别的兴趣，但你喜欢把在西区的见闻写在信里。小平总是感叹不已，会对着一部新剧写上几大页的评论和想法——明明她只是听你讲述，还没有实际看过。,,,,,,,,,,
,649,,,,,,在这些日子里，你逐渐意识到一件事，你可以随时过现在这样的生活，也可以随时放下，去过另外一种。,,,,,,,,,,
,650,,,,,,现在的生活也没什么特别的。,,,,,,,,,,
,651,,,,,,一旦发现了这点，新奇感也就消散了，熟悉的无聊感再度在生活中蔓延开来。,,,,,,,,,,
,652,,,,,,随着时间的推移，你分享的话题越来越少，寄信的频率逐日降低，双方似乎都已经步入新生活的正轨。,,,,,,,,,,
,653,,,,,,第二年，在一次搬家后，你没再收到过小平的来信。,,,,,,,,,,
,654,,,,,黑屏,,,,CG渐入+音乐淡出+升格重置+自动转场,,,,,,,
,655,场景-宴会,旁白,,,空,庆功宴的香槟总是那么难喝。,,,音乐渐入,,,,,,,上流宴会
,656,,,,,,手中抿了口的酒杯又被你放回侍应手中的托盘上。,,玻璃杯放桌上,,,,,,,,
,657,,陈玉澍,,陈玉澍-黑服-默认,,这里的酒不怎样吧？,,,正立绘渐入,,,,,,,
,658,,,,,,尝尝这个。,,,,,,,,,,
,659,,旁白,,,,女人身边跟着位手捧香槟瓶的侍应，当场为你倒了杯酒。,,倒酒,,,,,,,,
,660,,夏伦,夏伦-不带疤-默认,,,谢谢。,,,,,,,,,,
,661,,,夏伦-不带疤-闭眼笑,,,果然不错，这是您的珍藏吗？,,,,,,,,,,
,662,,陈玉澍,空,陈玉澍-黑服-默认,,差人从车上冷柜拿过来的。,,,,,,,,,,
,663,,,,,,就给咱今天的主角喝这种劣质酒，那群老东西真是个个孤寒鬼。,,,,,,,,,,
,664,,夏伦,夏伦-不带疤-默认,,,陈太言过了。,,,,,,,,,,
,665,,陈玉澍,空,,,也是，共事这段时间来，你肯定比我更清楚她们的德行。,,,,,,,,,,
,666,,夏伦,夏伦-不带疤-默认,,,都是工作而已。,,,,,,,,,,
,667,,陈玉澍,空,陈玉澍-黑服-玩味,,那也要看为谁工作。,,,,,,,,,,
,668,,夏伦,夏伦-不带疤-开朗,,,当然，如果能有幸在陈太手底下干活，也是我的荣幸。,,,,,,,,,,
,669,,陈玉澍,空,陈玉澍-黑服-默认,,呵呵。,,,,,,,,,,
,670,,,,,,我这里还真有一台戏，说不定你会感兴趣。,,,,,,,,,,
,671,,,,陈玉澍-黑服-说话,,制作人和编剧还与你同岁呢。,,,,,,,,,,
,672,,夏伦,夏伦-不带疤-说话,,,那还真是年轻有为。,,,,,,,,,,
,673,,,,,,愿闻其详。,,,,,,,,,,
,674,,旁白,空,空,,她微微示意，侍应走上前递给你一张名片。,,,,,,,,,,
,675,,,,空,CG-名片,简洁到像白纸的卡片印着一个久远而熟悉的名字，逐渐唤醒你的记忆。,,,CG渐入,,,,,,,
,676,,夏伦,,,,姜……韶平。,,,,,,,,,,
,677,,陈玉澍,,,,这年轻人，刚从演艺学院毕业，一开始连张名片都没有，还是我叫她做的。,,,,,,,,,,
,678,,,,,,不过才气倒是不小，你会喜欢她的剧本的。,,,,,,,,,,
,679,,,,,,如果你有兴趣，就跟她联系吧。,,,,,,,,,,
,680,,,,,,如果你有兴趣，就跟她联系吧。这次，我只负责给钱。,,,,,,,,,,
,681,,旁白,,,,陈玉澍对你举杯示意后，就离开了。,,,,,,,,,,
,682,,,,,,陈玉澍对你举杯示意后，就离开了。你仍看着那张名片。,,,,,,,,,,
,683,,,,,,为什么小平的名片会出现在陈玉澍的手里？为什么小平会有名片？,,,,,,,,,,
,684,,,,,,为什么……,,,,,,,,,,
,685,,,,,,为什么……她离开了？,,,,,,,,,,
,686,,,,,,沉睡的记忆在涌动。,,,,,,,,,,
,687,,,,,,你回忆起你们多年前通信的细节。,,,,,,,,,,
,688,,,,,,是吗……原来那之后她离开修道院，去报考演艺学院了啊。,,,,,,,,,,
,689,,,,,,所以，那个笨拙的小修女现在已经能独当一面了？,,,,,,,,,,
,690,,夏伦,,,空,哈哈。,,,,,,,,,,
,691,,,,夏伦-不带疤-闭眼笑,,那还真是……很有兴趣了。,,,正立绘渐入,,,,,,,
,692,,旁白,,空,,破笼的鸟儿啊，你想知道它为何还在啼叫。,,,正渐出,,,,,,,
,693,,,,,,你将那张名片攥在手里，成为当晚宴会上第一个早退的人。,,,,,,,,,,
,694,,,,,黑屏,,,,CG渐入+音乐淡出+自动转场,,,,,,,
,,,,,,,,END,,关闭页面,,,,,,,
